income,sex,university,hsgrade,grant,dropout
391.46,female,pisa,60,yes,yes
11390.25,male,pisa,85,yes,yes
4457.32,male,pisa,78,yes,yes
12205.75,female,pisa,87,yes,yes
15814.71,male,pisa,72,yes,yes
11297.47,female,pisa,78,yes,yes
7279.46,female,pisa,88,yes,yes
8661.33,male,pisa,89,yes,yes
5273.58,male,pisa,62,yes,yes
6901.96,female,pisa,82,yes,yes
19037.28,female,pisa,76,yes,yes
5147.27,male,pisa,62,yes,yes
471.14,male,pisa,60,yes,yes
2234.99,female,pisa,60,yes,yes
10284.55,female,pisa,90,yes,yes
11099.92,female,pisa,72,yes,yes
4440.81,female,pisa,95,yes,yes
10094.31,male,pisa,76,yes,yes
13470.7,female,pisa,90,yes,yes
7455.64,female,pisa,100,yes,yes
365.38,female,pisa,60,yes,yes
1491.12,female,pisa,60,yes,yes
7530.24,male,pisa,96,yes,yes
16655.26,male,pisa,80,yes,yes
11783.52,male,pisa,100,yes,yes
6337.64,male,pisa,82,yes,yes
396.34,female,pisa,60,yes,yes
13508.34,male,pisa,68,yes,yes
1103.24,male,pisa,60,yes,yes
11663.5,male,pisa,60,yes,yes
1016.43,male,pisa,80,yes,yes
10695.36,female,pisa,80,yes,yes
12060.49,male,pisa,88,yes,yes
327.76,male,pisa,70,yes,no
1189.83,male,pisa,60,yes,yes
9556.06,male,pisa,60,yes,yes
11804.16,female,pisa,98,yes,yes
18177.38,male,pisa,83,yes,yes
6637.4,female,pisa,100,yes,yes
15702.52,male,pisa,100,yes,yes
12313.58,male,pisa,72,yes,yes
2619.17,female,pisa,100,yes,yes
9191.67,female,pisa,73,yes,yes
8097.89,female,pisa,95,yes,yes
9048.9,female,pisa,92,yes,yes
10496.52,female,pisa,100,yes,yes
10371.99,male,pisa,87,yes,yes
9401.19,male,pisa,68,yes,yes
7332.65,male,pisa,68,yes,yes
13839.47,female,pisa,100,yes,yes
12155.26,female,pisa,81,yes,yes
8938.01,male,pisa,91,yes,yes
12027.72,male,pisa,95,yes,yes
5996.63,female,pisa,60,yes,yes
3762.95,male,pisa,64,yes,yes
13011.97,male,pisa,86,yes,yes
11372.76,male,pisa,60,yes,yes
4548.86,female,pisa,62,yes,yes
11396.69,female,pisa,100,yes,yes
9211.59,female,pisa,61,yes,yes
14257.85,male,pisa,62,yes,yes
3929.82,female,pisa,95,yes,yes
14462.66,female,pisa,75,yes,yes
358.79,female,pisa,60,yes,yes
7638.62,male,pisa,88,yes,yes
916.41,male,pisa,60,yes,yes
14120.3,female,pisa,100,yes,yes
12447.07,female,pisa,100,yes,yes
9952.11,female,pisa,87,yes,yes
5803.43,male,pisa,60,yes,yes
14591.71,male,pisa,60,yes,yes
2550.99,male,pisa,67,yes,yes
18146.31,female,pisa,86,yes,yes
4894.86,female,pisa,60,yes,yes
11268.09,male,pisa,93,yes,yes
8235.17,male,pisa,100,yes,yes
1102.07,female,pisa,60,yes,yes
2266.48,female,pisa,60,yes,yes
140.35,male,pisa,60,yes,yes
2357.72,male,pisa,60,yes,yes
555.72,male,pisa,60,yes,yes
237.18,female,pisa,60,yes,yes
1021.97,male,pisa,60,yes,yes
9375.98,female,pisa,100,yes,yes
11908.17,male,pisa,83,yes,yes
12958.24,female,pisa,80,yes,yes
558.95,female,pisa,98,yes,yes
2907.32,female,pisa,91,yes,yes
107.29,male,pisa,98,yes,yes
7868.04,female,pisa,75,yes,yes
15633.74,female,pisa,90,yes,yes
1530.01,male,pisa,73,yes,yes
84,male,pisa,75,yes,yes
15807.02,female,pisa,100,yes,yes
9159.06,male,pisa,60,yes,yes
8229.02,female,pisa,60,yes,yes
2970.45,male,pisa,91,yes,yes
5.94,male,pisa,60,yes,yes
3535.41,female,pisa,60,yes,yes
8791.87,male,pisa,88,yes,yes
2842.11,female,pisa,94,yes,yes
5346.29,female,pisa,70,yes,yes
632.64,male,pisa,60,yes,yes
12768.63,male,pisa,60,yes,yes
10916.56,male,pisa,80,yes,yes
4148.72,female,pisa,73,yes,yes
9554.39,male,pisa,78,yes,yes
11168.44,female,pisa,60,yes,yes
16404.7,female,pisa,86,yes,yes
6789.64,female,pisa,92,yes,yes
6412.33,male,pisa,100,yes,yes
13565.77,female,pisa,78,yes,yes
1465.92,male,pisa,70,yes,yes
3391.65,male,pisa,96,yes,yes
3389.3,female,pisa,88,yes,yes
9056.59,male,pisa,60,yes,yes
8258.44,male,pisa,91,yes,yes
11788.73,male,pisa,97,yes,yes
14119.69,male,pisa,66,yes,yes
12445.93,male,pisa,60,yes,yes
6352.87,male,pisa,74,yes,yes
3629.73,female,pisa,64,yes,yes
6624.72,female,pisa,90,yes,yes
15828.7,male,pisa,75,yes,yes
10115.46,male,pisa,66,yes,yes
5465.89,male,pisa,75,yes,yes
18095.31,female,pisa,100,yes,yes
12564.22,female,pisa,100,yes,yes
14519.13,male,pisa,100,yes,yes
9378.46,female,pisa,100,yes,yes
11050.09,female,pisa,74,yes,yes
10670.59,male,pisa,95,yes,yes
2977.41,female,pisa,98,yes,yes
10239.74,female,pisa,100,yes,yes
6606.47,male,pisa,98,yes,yes
3912.46,male,pisa,68,yes,yes
15756.5,female,pisa,97,yes,yes
3615.92,male,pisa,72,yes,yes
18890.76,female,pisa,75,yes,yes
6074.73,male,pisa,66,yes,yes
16406.3,female,pisa,89,yes,yes
3837.03,male,pisa,62,yes,yes
6876.58,male,pisa,85,yes,yes
4258.33,female,pisa,64,yes,yes
3109.8,male,pisa,68,yes,yes
8105.23,female,pisa,100,yes,yes
7915.45,female,pisa,94,yes,yes
5539.04,female,pisa,100,yes,yes
10914.63,female,pisa,100,yes,yes
14743.33,female,pisa,80,yes,yes
12049.07,female,pisa,63,yes,yes
1465.92,female,pisa,96,yes,yes
7796.49,female,pisa,62,yes,yes
4280.66,male,pisa,80,yes,yes
10143.31,female,pisa,98,yes,yes
7235.35,male,pisa,68,yes,yes
108.72,male,pisa,100,yes,yes
4476.84,male,pisa,66,yes,yes
8000,male,pisa,76,yes,yes
538.37,male,pisa,70,yes,yes
9379.27,male,pisa,100,yes,yes
11244.93,female,pisa,74,yes,yes
10549.57,female,pisa,77,yes,yes
18617.24,male,pisa,85,yes,yes
8193.66,female,pisa,100,yes,yes
4346.95,male,pisa,100,yes,yes
2913.79,female,pisa,100,yes,yes
9423.58,female,pisa,100,yes,yes
11708,male,pisa,60,yes,yes
1631.12,male,pisa,60,yes,yes
416.37,female,pisa,60,yes,yes
2985.15,female,pisa,75,yes,yes
1810.98,female,pisa,100,yes,yes
18332.23,female,pisa,87,yes,yes
11621.57,female,pisa,100,yes,yes
10973.93,female,pisa,70,yes,yes
9423.53,female,pisa,100,yes,yes
5900.49,male,pisa,98,yes,yes
13601.89,female,pisa,100,yes,yes
929.82,male,pisa,65,yes,yes
531.95,male,pisa,60,yes,yes
673.13,male,pisa,60,yes,yes
232.18,male,pisa,73,yes,yes
12669.12,male,pisa,100,yes,yes
14384.98,female,pisa,73,yes,yes
4233.66,female,pisa,70,yes,yes
9564.3,male,pisa,67,yes,yes
14058.33,male,pisa,90,yes,yes
16229.94,female,pisa,65,yes,yes
12172.06,male,pisa,100,yes,yes
2578.09,male,pisa,75,yes,yes
7731.16,female,pisa,80,yes,yes
17314.14634,male,pisa,95,no,no
13186.76471,female,pisa,80,no,no
7637.192982,female,pisa,61,no,no
18366.59649,female,pisa,70,no,no
14684.79675,male,pisa,60,no,no
12362.05882,male,pisa,63,no,no
15199.3125,female,pisa,65,no,no
10008.94309,female,pisa,70,no,no
13062.15686,female,pisa,78,no,no
11706.09756,female,pisa,64,no,no
16069.42675,male,pisa,90,no,no
16708.21138,male,pisa,64,no,no
14596.50407,female,pisa,60,no,no
5834.715447,male,pisa,71,no,no
3991.898374,male,pisa,89,no,no
9267.723577,female,pisa,65,no,no
2079.02439,female,pisa,100,no,no
12854.39024,male,pisa,80,no,no
16998.23529,female,pisa,79,no,no
14218.66667,male,pisa,73,no,no
5308.333333,female,pisa,81,no,no
8805.04065,female,pisa,73,no,no
16573.73984,female,pisa,75,no,no
19947.56098,female,pisa,75,no,no
15937.94386,male,pisa,75,no,no
6782.843137,female,pisa,100,no,no
15295.52846,female,pisa,83,no,no
8914.45614,female,pisa,81,no,no
19432.92683,female,pisa,71,no,no
18618.59649,female,pisa,66,no,no
8989.411765,female,pisa,63,no,no
12477.64228,female,pisa,86,no,no
13682.11382,female,pisa,87,no,no
19838.47134,female,pisa,68,no,no
9293.739837,male,pisa,75,no,yes
18952.94118,female,pisa,68,no,no
10406.37255,female,pisa,60,no,no
5663.414634,female,pisa,81,no,no
17116.34146,female,pisa,66,no,no
12597.47368,female,pisa,86,no,no
16516.2807,male,pisa,60,no,no
17990.80702,male,pisa,68,no,no
16782.52033,female,pisa,68,no,no
10329.82456,male,pisa,87,no,no
4396.1875,female,pisa,69,no,no
7231.33758,female,pisa,78,no,no
18705.6,female,pisa,71,no,yes
17326.50407,female,pisa,91,no,yes
14017.23577,female,pisa,76,no,no
6935.125,male,pisa,60,no,no
12197.84314,female,pisa,84,no,no
14388.23529,female,pisa,100,no,no
4410.325203,male,pisa,70,no,no
10997.45098,male,pisa,61,no,no
12166.99187,male,pisa,90,no,no
8506.666667,male,pisa,60,no,no
12411.92982,male,pisa,78,no,no
19234.59314,male,pisa,86,no,no
14395.09804,female,pisa,80,no,no
6115.625,female,pisa,98,no,no
11432.68293,female,pisa,68,no,no
18533.13725,female,pisa,60,no,no
5986.27451,male,pisa,72,no,no
12139.5098,female,pisa,65,no,no
18612.64706,male,pisa,78,no,no
10887.2549,female,pisa,86,no,no
7121.403509,female,pisa,68,no,no
10094.30894,female,pisa,83,no,no
19361.54472,male,pisa,70,no,no
15614.63415,female,pisa,72,no,no
10375.20325,female,pisa,83,no,no
16213.08943,female,pisa,60,no,no
8034.308943,male,pisa,68,no,no
15581.62602,female,pisa,94,no,no
11431.76471,female,pisa,85,no,no
4463.414634,male,pisa,60,no,no
3419.756098,female,pisa,68,no,no
17215.68627,female,pisa,70,no,no
14508.52941,female,pisa,80,no,no
13863.41463,male,pisa,71,no,no
4261.122807,female,pisa,85,no,no
12422.35772,female,pisa,87,no,no
16992.35294,male,pisa,76,no,no
16022.84553,female,pisa,78,no,no
8563.821138,female,pisa,100,no,no
14112.2549,female,pisa,78,no,no
12704.5098,female,pisa,77,no,no
19708.52941,female,pisa,60,no,no
5722.682927,male,pisa,71,no,no
16011.37255,male,pisa,80,no,no
8473.495935,female,pisa,98,no,no
6942.113821,female,pisa,68,no,no
3450.081301,male,pisa,70,no,no
10794.60784,female,pisa,63,no,yes
3201.300813,male,pisa,60,no,no
15729.41176,male,pisa,65,no,no
19881.17647,female,pisa,93,no,no
12668.04878,female,pisa,66,no,no
7283.43949,female,pisa,76,no,no
6342.745098,female,pisa,72,no,yes
14771.13821,female,pisa,88,no,no
16280.97561,male,pisa,92,no,no
7230.569106,female,pisa,73,no,no
11949.01961,female,pisa,65,no,no
7737,male,pisa,62,no,no
18367.15686,female,pisa,92,no,no
15507.35294,female,pisa,82,no,no
13993.63057,female,pisa,73,no,no
7011.788618,male,pisa,88,no,no
15610.97561,female,pisa,63,no,no
12058.33333,male,pisa,82,no,no
5190.650407,male,pisa,68,no,no
17897.05882,male,pisa,100,no,no
6840,male,pisa,85,no,no
6170.784314,male,pisa,74,no,no
12350.81301,male,pisa,62,no,no
13314.5098,male,pisa,75,no,no
16900.29412,male,pisa,60,no,no
11678.33333,male,pisa,91,no,no
18456.96078,female,pisa,60,no,no
3885.6,male,pisa,80,no,no
13539.8374,male,pisa,100,no,no
11402.52033,female,pisa,80,no,no
16510.76923,female,pisa,100,no,no
18632.52033,male,pisa,77,no,no
14621.78862,male,pisa,61,no,no
13713.89474,male,pisa,65,no,no
15472.54902,female,pisa,78,no,no
13018.53659,male,pisa,100,no,no
11037.45223,female,pisa,92,no,no
718.4552846,female,pisa,60,no,no
13608.52941,female,pisa,90,no,no
19183.78947,male,pisa,74,no,no
10014.70588,male,pisa,83,no,no
2888.2,female,pisa,60,no,no
15465.4902,male,pisa,60,no,no
4482.105263,male,pisa,66,no,no
14632.94118,female,pisa,67,no,no
8176.504065,female,pisa,72,no,no
264.4210526,female,pisa,60,no,no
2100.2,male,pisa,60,no,no
14739.8374,female,pisa,100,no,no
19263.25203,male,pisa,66,no,no
11373.25203,female,pisa,83,no,no
14589.11765,female,pisa,96,no,no
16390.78431,female,pisa,100,no,no
16637.80488,male,pisa,100,no,no
13956.5614,male,pisa,66,no,no
6400.8125,female,pisa,100,no,no
19943.91951,female,pisa,96,no,no
18163.50877,male,pisa,80,no,yes
6790.784314,female,pisa,94,no,no
15966.27451,female,pisa,92,no,no
4914.803922,female,pisa,65,no,no
10781.17647,female,pisa,100,no,no
13901.21951,male,pisa,63,no,no
12239.70588,male,pisa,95,no,yes
16468.37398,female,pisa,73,no,no
12080,female,pisa,60,no,no
3904.065041,male,pisa,82,no,no
12401.96078,female,pisa,77,no,no
19979.26829,female,pisa,92,no,no
13911.78862,female,pisa,90,no,no
17693.49593,female,pisa,86,no,no
18299.5935,female,pisa,94,no,no
13620.63694,female,pisa,80,no,no
4393.529412,female,pisa,96,no,no
14495.52846,female,pisa,84,no,no
9368.561404,female,pisa,84,no,no
15691.54472,female,pisa,88,no,no
18491.93725,male,pisa,99,no,yes
14383.13725,female,pisa,84,no,no
10181.62602,female,pisa,82,no,yes
3227.941176,female,pisa,66,no,no
17754.06504,female,pisa,60,no,no
8126.747967,female,pisa,96,no,no
9912.195122,female,pisa,61,no,yes
19257.64228,female,pisa,62,no,no
13477.70701,female,pisa,81,no,no
8902.843137,female,pisa,100,no,no
9848.407643,female,pisa,73,no,no
14981.13821,female,pisa,100,no,no
11337.15686,female,pisa,60,no,no
15483.50877,male,pisa,67,no,no
15991.07843,female,pisa,85,no,no
15739.34959,female,pisa,65,no,no
8777.45098,female,pisa,70,no,yes
14431.13821,female,pisa,73,no,no
18976.50407,female,pisa,97,no,no
15949.21569,male,pisa,77,no,no
10667.88618,female,pisa,84,no,no
9382.156863,female,pisa,78,no,yes
10616.66667,female,pisa,78,no,no
19279.01961,female,pisa,76,no,no
12239.7561,female,pisa,82,no,no
6630.882353,female,pisa,76,no,no
483.4313725,female,pisa,70,no,no
12887.7451,female,pisa,81,no,yes
11394.90196,female,pisa,77,no,no
7000.243902,male,pisa,100,no,no
18277.23577,female,pisa,85,no,no
13642.84553,female,pisa,60,no,yes
10472.27642,female,pisa,70,no,no
17616.26016,female,pisa,88,no,no
8991.869919,male,pisa,90,no,no
573.8917197,male,pisa,100,no,no
1782.520325,male,pisa,80,no,no
10481.54472,male,pisa,85,no,no
17608.94309,female,pisa,100,no,no
17336.58537,female,pisa,85,no,no
5287.058824,female,pisa,60,no,no
11951.66667,female,pisa,80,no,no
4590.97561,female,pisa,93,no,no
6843.627451,female,pisa,67,no,no
11407.07317,female,pisa,67,no,no
13033.82353,female,pisa,75,no,no
10033.73984,female,pisa,98,no,no
11390.65041,female,pisa,84,no,no
10593.13725,female,pisa,86,no,no
2678.699187,female,pisa,74,no,no
16640.39216,female,pisa,90,no,no
16207.84314,female,pisa,96,no,no
12531.78947,female,pisa,68,no,yes
11575.20325,female,pisa,67,no,no
17361.76471,female,pisa,91,no,no
15820.89431,female,pisa,62,no,no
19913.41463,female,pisa,73,no,no
11705.88235,female,pisa,72,no,yes
12467.35294,female,pisa,68,no,no
16543.1875,female,pisa,100,no,no
15162.19512,female,pisa,80,no,no
10269.11765,female,pisa,81,no,no
8279.02439,female,pisa,70,no,no
8550.406504,female,pisa,90,no,no
18971.95122,female,pisa,78,no,no
6966.260163,female,pisa,82,no,no
14654.95935,female,pisa,100,no,no
6720.628455,female,pisa,91,no,no
11114.38596,female,pisa,100,no,no
15901.07843,male,pisa,76,no,no
17711.27451,male,pisa,100,no,no
6480.406504,female,pisa,82,no,no
8667.898089,female,pisa,96,no,no
9941.176471,female,pisa,80,no,no
11319.43089,female,pisa,75,no,no
5686.585366,male,pisa,78,no,no
13639.5098,female,pisa,96,no,no
18380.65041,female,pisa,75,no,no
17482.35772,female,pisa,72,no,no
9149.593496,female,pisa,100,no,no
12074.55285,female,pisa,100,no,no
15067.01754,female,pisa,82,no,yes
17834.3949,male,pisa,70,no,no
11485.4902,male,pisa,60,no,no
12674.79675,female,pisa,70,no,yes
18315.20325,female,pisa,80,no,no
15117.31707,female,pisa,100,no,no
6298.45614,female,pisa,98,no,no
17781.56863,female,pisa,100,no,no
19958.23529,female,pisa,92,no,no
17862.35772,female,pisa,66,no,yes
14773.52941,female,pisa,63,no,no
12613.92157,female,pisa,72,no,yes
13857.05691,female,pisa,88,no,yes
8041.95122,female,pisa,81,no,no
16550.97561,female,pisa,92,no,no
9922.764228,female,pisa,81,no,no
16621.13821,female,pisa,91,no,no
18368.33333,male,pisa,70,no,no
10948.29268,female,pisa,82,no,no
13111.66667,female,pisa,85,no,no
17054.47154,female,pisa,71,no,no
11970.70064,female,pisa,72,no,no
5440.650407,female,pisa,90,no,no
16687.89809,female,pisa,80,no,no
19673.65854,female,pisa,85,no,no
16902.03252,female,pisa,66,no,no
7793.630573,female,pisa,98,no,no
17367.15447,female,pisa,75,no,no
15205.12195,male,pisa,60,no,no
19971.17647,female,pisa,85,no,no
14817.88618,female,pisa,78,no,no
6604.065041,female,pisa,99,no,no
18873.41463,female,pisa,72,no,no
19789.10569,female,pisa,90,no,no
12407.31707,female,pisa,77,no,no
16650.89431,female,pisa,90,no,no
15865.85366,female,pisa,84,no,no
10524.95935,female,pisa,61,no,yes
14159.31373,female,pisa,76,no,no
16000,female,pisa,96,no,no
13570.97561,female,pisa,96,no,no
6303.157895,female,pisa,95,no,no
5519.607843,female,pisa,78,no,yes
10919.10569,female,pisa,67,no,yes
12889.75439,female,pisa,73,no,yes
15834.63415,male,pisa,76,no,yes
18387.84314,female,pisa,82,no,yes
13158.13008,female,pisa,67,no,no
8829.593496,male,pisa,74,no,no
9772.357724,male,pisa,80,no,no
9212.845528,female,pisa,83,no,no
15818.47134,male,pisa,72,no,no
16662.60163,female,pisa,75,no,no
17157.125,female,pisa,92,no,no
7046.910569,female,pisa,75,no,yes
18475.39216,male,pisa,72,no,no
19888,male,pisa,70,no,no
11324.01961,female,pisa,80,no,no
15952.52033,female,pisa,80,no,no
6473.98374,female,pisa,71,no,no
3356.912281,female,pisa,79,no,no
9660.97561,male,pisa,75,no,no
16818.13725,female,pisa,63,no,no
10321.07843,female,pisa,69,no,no
17155.28455,female,pisa,60,no,yes
12745.40351,male,pisa,72,no,no
16090.31579,female,pisa,70,no,no
19196.82927,male,pisa,73,no,no
11760.81301,female,pisa,82,no,no
5305.284553,female,pisa,60,no,no
14662.42038,female,pisa,62,no,yes
15843.92157,female,pisa,80,no,no
9436.097561,female,pisa,75,no,no
7161.056911,female,pisa,78,no,no
4528.137255,female,pisa,68,no,yes
1406.078431,female,pisa,76,no,no
15486.56863,female,pisa,64,no,no
11388.62745,female,pisa,83,no,no
19008.77193,female,pisa,75,no,no
10344.14634,female,pisa,92,no,no
17097.05882,female,pisa,82,no,no
12137.96748,male,pisa,78,no,no
15308.28025,female,pisa,78,no,no
6909.398374,female,pisa,98,no,no
9215.853659,male,pisa,68,no,no
12760.56911,female,pisa,74,no,no
10688.94309,female,pisa,84,no,no
6223.577236,female,pisa,65,no,no
11232.15686,female,pisa,84,no,no
15012.35669,male,pisa,64,no,no
9696.470588,female,pisa,62,no,no
18265.60976,female,pisa,63,no,yes
7633.88535,female,pisa,60,no,no
11723.17073,female,pisa,94,no,yes
13579.10569,female,pisa,60,no,yes
17540.21053,female,pisa,70,no,no
7974.552846,female,pisa,82,no,yes
14759.01961,female,pisa,100,no,no
6775.365854,female,pisa,73,no,no
18659.7561,female,pisa,92,no,no
15679.26829,female,pisa,75,no,no
10900,female,pisa,92,no,no
10611.70732,female,pisa,60,no,no
8930.731707,female,pisa,61,no,no
14328.61789,female,pisa,91,no,no
18898.78049,female,pisa,65,no,no
10667.47967,male,pisa,63,no,no
19270.19608,male,pisa,80,no,no
10094.14634,female,pisa,61,no,no
17120.4065,female,pisa,94,no,no
12241.75,female,pisa,64,no,no
18495.09804,female,pisa,84,no,no
10091.17647,female,pisa,68,no,no
15177.32484,female,pisa,63,no,yes
13261.70732,female,pisa,97,no,no
4865.934959,female,pisa,98,no,no
18584.87805,female,pisa,98,no,no
11107.7193,female,pisa,73,no,no
8329.901961,female,pisa,82,no,no
15358.69919,male,pisa,62,no,no
14461.86992,female,pisa,88,no,no
16236.82927,female,pisa,90,no,no
10981.75439,male,pisa,83,no,no
14839.3125,male,pisa,87,no,yes
5840.14386,female,pisa,82,no,yes
12494.30894,female,pisa,82,no,no
15044.61972,male,pisa,82,no,yes
11123.57724,male,pisa,60,no,no
17662.45614,female,pisa,73,no,yes
18070.3252,female,pisa,65,no,no
15268.42105,male,pisa,75,no,no
17096.81529,male,pisa,66,no,yes
18294.71545,female,pisa,70,no,no
10390.2439,female,pisa,100,no,no
19382.84314,female,pisa,100,no,no
16440.4878,female,pisa,84,no,no
14485.68627,female,pisa,68,no,no
7073.414634,female,pisa,85,no,no
18073.98374,female,pisa,93,no,no
17386.34146,female,pisa,91,no,no
3361.754386,female,pisa,94,no,no
18245.60976,female,pisa,90,no,no
14588.72549,female,pisa,68,no,no
12194.79675,male,pisa,86,no,no
17211.36842,female,pisa,83,no,no
12205.04065,female,pisa,92,no,no
16397.56098,female,pisa,100,no,no
17780.0813,female,pisa,98,no,no
5735.934959,female,pisa,83,no,no
19152.11382,female,pisa,95,no,no
16920.13684,male,pisa,84,no,no
11382.11382,female,pisa,91,no,no
11300.56911,male,pisa,100,no,yes
10755.44715,female,pisa,63,no,no
13300.3252,female,pisa,74,no,no
18903.92982,male,pisa,80,no,no
15299.9187,female,pisa,95,no,no
16966.27451,female,pisa,74,no,yes
13643.90244,female,pisa,76,no,yes
19638.43137,male,pisa,100,no,no
5666.176471,female,pisa,98,no,no
14017.23577,female,pisa,68,no,no
15126.49682,female,pisa,84,no,no
10694.39024,male,pisa,100,no,no
19133.41463,female,pisa,77,no,no
15712.77193,female,pisa,95,no,yes
12282.76423,male,pisa,84,no,no
15822.43902,female,pisa,100,no,no
9803.658537,female,pisa,68,no,no
2850.392157,female,pisa,65,no,no
18172.35772,female,pisa,100,no,no
18389.7561,male,pisa,89,no,no
19651.875,female,pisa,90,no,no
14679.23567,male,pisa,70,no,no
19015.78431,male,pisa,100,no,no
12134.80392,male,pisa,68,no,no
18988.03922,female,pisa,96,no,no
6290.162602,female,pisa,92,no,no
7604.146341,female,pisa,98,no,no
13013.13725,male,pisa,74,no,no
15373.75439,male,pisa,62,no,no
18589.5935,female,pisa,92,no,no
10479.90196,female,pisa,73,no,no
16353.52941,male,pisa,96,no,no
18292.84211,male,pisa,94,no,no
12867.54902,female,pisa,100,no,no
8625.772358,female,pisa,89,no,no
5838.921569,male,pisa,88,no,no
15277.23577,female,pisa,62,no,no
19277.45098,male,pisa,80,no,no
19016.66667,female,pisa,62,no,no
14043.64912,female,pisa,100,no,yes
15779.6748,male,pisa,62,no,no
17856.14035,female,pisa,83,no,no
4684.95935,male,pisa,76,no,no
17830.0813,male,pisa,76,no,no
18293.57724,male,pisa,84,no,no
7198.235294,female,pisa,64,no,no
5451.508772,female,pisa,94,no,no
13060.88235,female,pisa,76,no,no
7975.66879,male,pisa,90,no,no
3986.99187,female,pisa,94,no,no
15613.4375,male,pisa,60,no,no
12138.59649,female,pisa,71,no,no
12269.10569,female,pisa,82,no,no
13019.7561,female,pisa,64,no,yes
5662.845528,female,pisa,60,no,no
14443.82114,female,pisa,75,no,no
18298.21138,male,pisa,62,no,no
19327.64706,female,pisa,94,no,no
5319.674797,female,pisa,62,no,no
7661.382114,male,pisa,63,no,no
19539.21569,female,pisa,67,no,no
12167.5,female,pisa,77,no,yes
15829.61404,female,pisa,97,no,no
3044.585987,female,pisa,98,no,no
19102.60163,male,pisa,60,no,no
17110.97561,female,pisa,70,no,no
18937.07317,male,pisa,66,no,no
9353.122807,male,pisa,100,no,no
18566.17886,female,pisa,81,no,no
12764.39024,female,pisa,64,no,yes
6114.201961,male,pisa,98,no,no
11807.56098,female,pisa,92,no,no
15146.42276,female,pisa,90,no,no
11124.9375,female,pisa,82,no,no
18263.82353,male,pisa,66,no,yes
16125.26316,female,pisa,84,no,no
10845.29412,male,pisa,87,no,no
19516.76471,female,pisa,70,no,no
16046.07843,male,pisa,80,no,no
15864.21569,female,pisa,78,no,no
11229.10569,female,pisa,66,no,no
19073.40351,female,pisa,97,no,no
16542.68293,female,pisa,60,no,no
15558.21138,male,pisa,62,no,no
7321.957193,male,pisa,90,no,no
15888.9375,female,pisa,80,no,no
16017.07317,female,pisa,87,no,no
14208.21138,female,pisa,73,no,no
8173.495935,male,pisa,67,no,no
1083.22807,female,pisa,66,no,no
17136.27451,female,pisa,86,no,no
18357.72358,male,pisa,60,no,no
6083.333333,male,pisa,63,no,no
12484.11765,female,pisa,70,no,no
19924.31373,male,pisa,60,no,yes
12667.07317,female,pisa,75,no,no
19826.56863,male,pisa,60,no,no
19153.73984,female,pisa,74,no,no
17886.17886,male,pisa,60,no,yes
10972.76423,female,pisa,97,no,no
11255.4902,male,pisa,67,no,yes
4427.96748,male,pisa,82,no,no
8052.631579,male,pisa,67,no,no
7294.509804,female,pisa,81,no,no
14755.44715,female,pisa,88,no,no
18028.04878,male,pisa,100,no,no
16344.70175,female,pisa,80,no,no
14199.01961,female,pisa,80,no,no
18996.07843,female,pisa,68,no,no
7870.392157,female,pisa,70,no,no
14641.46341,female,pisa,97,no,no
16905.12281,female,pisa,90,no,no
8847.073171,female,pisa,78,no,yes
13041.95122,female,pisa,79,no,no
15278.45528,female,pisa,88,no,no
12117.56098,male,pisa,80,no,no
17289.34959,male,pisa,100,no,no
16941.97154,male,pisa,73,no,no
14585.22293,female,pisa,97,no,no
16394.01274,female,pisa,92,no,no
19518.52941,male,pisa,80,no,no
16779.29825,male,pisa,65,no,no
6327.843137,female,pisa,71,no,no
15709.02439,female,pisa,65,no,no
19983.01754,female,pisa,96,no,no
12905.9375,female,pisa,77,no,no
1631.036585,female,pisa,100,no,no
11677.88618,male,pisa,100,no,no
15263.82114,male,pisa,63,no,no
12287.88618,female,pisa,70,no,no
18522.60163,female,pisa,84,no,no
16416.56051,female,pisa,84,no,no
15888.78981,male,pisa,70,no,no
18158.53659,female,pisa,91,no,no
15406.25352,male,pisa,78,no,yes
17743.57724,male,pisa,60,no,no
16476.70175,female,pisa,80,no,no
2926.470588,female,pisa,92,no,yes
4036.358974,female,pisa,72,no,no
9074.634146,female,pisa,60,no,yes
10799.90196,male,pisa,85,no,yes
14046.59649,female,pisa,98,no,no
16720.1626,female,pisa,64,no,no
4624.631579,female,pisa,83,no,no
9785.203252,female,pisa,90,no,no
13158.37398,male,pisa,77,no,yes
14437.47967,male,pisa,73,no,no
17372.2549,female,pisa,68,no,no
4729.593496,female,pisa,82,no,no
5540.325203,male,pisa,78,no,no
15165.29412,male,pisa,70,no,no
17832.43902,male,pisa,74,no,no
17188.86179,female,pisa,62,no,yes
14798.53659,male,pisa,62,no,no
9179.674797,female,pisa,64,no,no
19050.56911,female,pisa,87,no,no
5312.5,female,pisa,60,no,yes
13966.47059,female,pisa,93,no,no
8544.215686,male,pisa,70,no,no
17099.50877,female,pisa,92,no,no
13536.17886,female,pisa,75,no,no
7708.536585,female,pisa,88,no,no
15230.88235,male,pisa,80,no,no
2469.122807,female,pisa,67,no,no
16684.14035,male,pisa,62,no,no
15285.52846,female,pisa,80,no,no
14003.23529,male,pisa,65,no,no
9338.333333,male,pisa,72,no,no
11176.03333,male,pisa,100,no,no
19447.35294,female,pisa,78,no,yes
