pcp,insure,smoke,obese,healthfood,male,lt55,white,edu,unemploy,hhinc,commute,compressor,logMortRate
829,10.92421604,18.7,28.4,12.3922724,48.4,65.97,90.93,22.6,7.18,50242,25,1,-0.579818495
462,14.33304053,22.9,26.8,4.503309543,49.94,66.01,97.93,13.67,7.26,44692,28,1,-0.46203546
1275,12.68271409,18.3,24.6,2.934186023,49.12,72.19,83.85,22.73,9.36,55798,25,1,-0.634878272
693,11.22764686,23.2,31.3,5.814758251,48.76,67.25,96.15,18.6,6.73,43871,19,0,-0.446287103
2254,13.42300142,21.4,27.4,4.459224613,49.41,66.96,97.47,16.96,5.98,48418,22,1,-0.616186139
1738,8.68494863,16.4,24.4,3.872713739,49.01,70.07,89.34,36.54,7.76,76824,29,0,-0.579818495
916,9.630103302,17.6,23.4,3.492003298,49.38,69.82,96.45,31.67,6.5,59365,26,0,-0.673344553
856,11.22775866,19.9,30.8,6.70352202,49.35,65.29,93.87,18.9,8.8,42304,23,1,-0.544727175
73,12.38555443,38.5,29.4,2.583893076,49.63,59.99,98.2,14.61,5.3,41157,16,0,-0.653926467
390,12.38877997,29.9,30.6,3.338567935,49.3,66.35,96.06,14.96,9.39,49913,31,0,-0.510825624
1004,11.76818254,12.2,20.1,3.087550084,52.09,77.86,88.79,40.44,5.27,50295,20,1,-0.653926467
1413,9.493057798,12.8,17,5.876793243,49.15,73.25,86.68,48.75,6.31,86093,27,1,-0.634878272
301,13.54802189,17.7,26.3,2.338939046,48.85,69.38,97.01,19.31,8.38,42880,23,1,-0.634878272
627,12.69109246,18.6,25.3,4.857391624,51.97,68.02,95.54,13.17,8.73,41510,25,1,-0.579818495
365,13.79254193,24.9,27,6.138351161,48.73,70.84,96.34,17.19,6.94,44329,23,1,-0.527632742
575,11.88930384,23.1,27.2,2.925271,48.06,70.04,95.47,21.24,5.59,46367,21,1,-0.597837001
699,14.76267668,19.7,26.3,3.454808498,48.89,68.04,95.99,19.63,8.14,43622,22,0,-0.673344553
1126,9.681309768,14.9,21.8,3.205674385,49.27,70.36,89.9,32.75,5.93,61417,21,0,-0.693147181
1207,11.74861951,18.9,27.5,11.94892462,48.38,71.8,72.6,28.18,7.48,54337,22,1,-0.579818495
1610,10.2425324,20.4,22.9,3.616224373,47.97,72.45,71.64,35.45,8.85,64174,28,0,-0.527632742
322,11.29303271,29.3,30.9,2.954916293,49.79,65.15,98.29,15.44,5.57,46576,18,1,-0.634878272
1804,12.45465538,25.2,28.1,6.991640877,49.25,71.49,87.89,25.55,8.55,45703,19,1,-0.579818495
6809,13.30766839,24.7,34.5,7.198328223,49.25,66.27,92.97,13.91,9.46,38879,26,1,-0.597837001
57,13.85430464,33.5,23.7,0.540393109,69.71,64.95,70.99,9.2,6.54,36037,24,1,-0.653926467
815,14.56086038,19.4,27.9,5.245629351,48.95,69.75,93.11,19.14,7.16,53394,23,1,-0.597837001
223,11.13093235,35,35.1,6.48760663,52.05,69.17,92.33,17.03,6.36,46485,27,1,-0.579818495
244,12.68214667,23.2,30.1,0.850840704,52.71,68.57,92.62,14.3,8.1,44163,28,1,-0.579818495
456,12.47962015,17.4,26.5,3.966262517,50.2,70.21,94.52,23.28,8.48,45168,22,1,-0.634878272
369,13.94142351,26.1,30.1,2.035141251,49.66,67.02,98.08,14.27,7.58,42295,22,1,-0.579818495
143,14.43228118,16.4,26.6,6.311302873,49.64,68.16,96.87,12.2,7.26,47269,30,1,-0.597837001
1070,12.21841605,23.1,28,2.938825246,48.24,68.03,92.99,25.66,7.64,46056,20,0,-0.544727175
1648,14.24836061,16.4,22.8,5.186954707,48.9,71.89,88.87,24.68,6.71,57120,23,1,-0.579818495
590,12.26508133,20.9,29.2,12.20471251,48.24,65.75,93.34,19.35,7.38,43991,23,0,-0.494296322
649,11.14546241,18.4,23.9,3.672968241,48.8,69.12,88.54,19.83,7.75,56173,23,0,-0.653926467
1394,13.2767111,19.5,24.7,4.497328994,48.62,72.07,79.86,28.05,9.9,55681,25,0,-0.562118918
8041,12.49175591,24.6,31.2,4.876702724,49.16,67.83,90.98,21.41,8.55,45118,22,1,-0.616186139
1100,13.5104682,22.3,28.4,7.263666431,49.07,69.25,92.18,19.36,8.53,45877,20,1,-0.597837001
371,11.93152862,26.9,29.9,0.875700115,51.26,68.56,94.98,15.59,10.11,42913,20,1,-0.634878272
825,12.01865798,22.9,27,4.863636302,49.14,66.66,91.44,20.61,7.81,43715,21,1,-0.597837001
752,14.40965464,23.5,24.5,8.121000384,49.39,72.18,78.95,23.25,13.67,57748,39,0,-0.597837001
2376,8.388676289,15.1,20.7,3.327504293,48.55,71.12,81.36,46.25,6.81,79926,28,0,-0.478035801
183,10.53941909,13.5,29.7,4.248346859,48.37,66.31,94.66,28.26,7.44,53604,20,0,-0.579818495
1299,11.14486841,17.7,25.9,4.41789128,48.95,69.99,86.41,27.17,8.18,61041,27,1,-0.510825624
825,13.04855934,22.6,30.8,4.092789811,50.49,66.57,95.36,14.3,8.3,41560,24,0,-0.579818495
272,14.3741843,13.9,25.6,4.362965488,50.03,70.28,97.14,16.12,7.51,57417,32,1,-0.544727175
9833,16.25727527,23.2,28.8,0.215767776,47.22,76.71,41.56,24.51,14.85,37460,32,0,-0.415515444
1931,13.07287113,20.3,26.6,1.715525374,49.84,66.68,89.31,22.9,13.09,58906,43,1,-0.653926467
267,13.66441797,17.9,27.4,8.537104564,50,63.99,97.85,15.36,6.91,41862,22,1,-0.597837001
605,12.32218027,24.6,32,2.051818621,50.91,67.17,94.42,14.92,9.08,45020,26,0,-0.653926467
370,14.86353069,18,25.4,2.012171867,49.61,70.77,96.95,16.56,5.57,48718,23,0,-0.562118918
488,13.89043828,21.6,28.3,6.042164017,51.67,65.29,95.79,14.91,7.51,44255,23,1,-0.562118918
364,14.0175219,30.7,27.8,1.737582888,50.32,65.31,97.95,16.68,8.04,49948,28,1,-0.616186139
5372,14.19108974,20.1,26.1,1.275033833,49.49,67.11,97.26,19.41,7.89,45863,24,1,-0.597837001
377,12.3075889,22.6,25.9,10.13273535,54.84,72.86,87.66,21.32,6.47,48827,21,0,-0.673344553
431,12.30567902,26,29.2,2.782041656,49.04,65.25,96.8,15.91,7.35,43291,22,1,-0.673344553
379,12.74063809,26.9,26,5.113205792,50.04,64.35,97.75,18.43,7.04,44391,20,1,-0.673344553
1241,10.67383053,19.8,24.2,6.157793756,48.77,66.81,94.05,26.58,7.14,55323,26,1,-0.562118918
296,13.47671716,18.9,24.2,1.832202512,52.9,64.41,94.28,19.59,8.23,49285,30,0,-0.544727175
2110,10.24044558,17.7,26.8,7.353735713,48.72,64.8,95.13,26.16,6.47,51593,27,1,-0.494296322
274,11.78549612,26.8,27.6,0.580789165,50.46,67.82,97.35,17.93,7.8,51021,26,0,-0.616186139
1971,11.71605996,19.6,23.1,4.811540584,49.4,71.68,88.69,22.54,8.28,58906,27,1,-0.673344553
1618,9.022286125,13.3,21.3,11.61517388,47.89,67.91,95.34,43.53,8.2,69240,25,0,-0.653926467
5348,8.948560337,18.8,25.4,5.682027002,48.27,69.02,92.79,30.11,9.33,62976,24,0,-0.673344553
2817,9.786987305,12.6,20,6.071003948,48.99,66.98,89.66,44.87,7.47,72702,22,0,-0.693147181
22423,15.25489181,17.1,27.4,4.614509736,48.39,74.28,73.66,26.37,10.55,49139,23,1,-0.544727175
4280,8.611692562,14.1,20.2,8.659024147,48.47,68.44,93.57,43.76,6.61,72784,26,0,-0.562118918
771,19.638893,21.3,30,14.51655203,48.56,67.21,69.39,12.29,12.6,35409,28,0,-0.713349888
3587,17.34880466,18.9,25.9,6.028001277,48.38,69.81,70.06,24.79,10.28,45597,25,1,-0.755022584
352,18.5528757,22.1,35.9,1.022882526,53.2,71.2,24.32,12.71,20.66,25495,26,0,-0.653926467
2409,18.90565294,20.6,30.3,11.03143376,48.25,70.8,80.17,19.23,10.16,41822,23,1,-0.755022584
538,18.66913124,17.4,33.9,6.644656124,47.85,68.53,35.91,18.27,10.52,32738,24,0,-0.733969175
585,17.22571444,20.8,32.1,0.834279405,47.36,71.24,51.9,11.69,16.3,33639,27,0,-0.673344553
4986,21.62184011,16.8,17,8.790741841,49.28,64.14,73.11,37.43,7.95,57295,21,0,-0.84397007
2275,20.80546109,22.7,29.6,7.348900277,49.88,77.15,67.42,21.56,11.18,51844,26,0,-0.653926467
399,19.09503704,15.9,33.2,0.224343346,47.95,65.58,54.13,16.78,8.87,41727,27,0,-0.776528789
4755,19.03276702,17.8,22.6,5.638148937,48.46,73.71,66.66,39.98,8.9,52083,23,0,-0.597837001
401,19.67109558,28.2,31.6,5.277106141,48.56,72.91,75.93,14.73,13.03,34766,21,1,-0.653926467
282,18.22518742,23.1,33,9.230867563,48.69,69.93,59.96,13.02,15.82,33151,31,0,-0.673344553
638,20.50967225,23.6,32.1,6.78462539,48.8,71.38,64.5,12.4,11.08,31692,24,0,-0.653926467
704,20.3867016,21.9,29.9,2.24029898,49.05,66.65,47.83,13.57,18.44,32243,28,0,-0.653926467
1608,22.5044978,24.1,31.6,11.97603028,47.81,68.56,58.2,14.11,14.03,32224,33,0,-0.653926467
847,18.61289647,23.6,32.5,5.597104268,47.22,70.08,56.67,16.07,17.05,35494,24,0,-0.653926467
513,21.56776718,21.1,36.5,6.46436397,46.35,73.08,47.84,8.32,14.36,28847,23,0,-0.597837001
1170,17.05692124,19.2,24.8,5.001811349,48.7,77.55,68.36,24.92,9.58,54452,28,0,-0.653926467
976,18.9265677,20.4,25.9,2.630513791,54.29,71,59.59,18.64,10.72,44704,25,0,-0.776528789
499,18.12880325,15.6,34.2,7.333570155,47.84,67.34,38.69,15.23,14.77,36213,29,0,-0.713349888
1768,17.90959047,21.1,30,9.445446303,46.8,72.92,55.09,21.49,13.15,42321,23,0,-0.673344553
2064,21.43054464,18.1,28.1,8.378954673,47.62,61.29,63.69,23.79,12.12,41578,25,0,-0.693147181
3907,19.46121548,19.5,24.4,10.47168285,48.57,74.38,76.43,31.56,8.36,49968,22,0,-0.713349888
1427,20.07920444,22.6,29.5,5.2706315,46.76,71.67,63.66,22.99,13.51,36045,22,0,-0.693147181
862,20.28319013,18.9,31.2,6.535562046,51.49,72.03,42.62,11.06,12.64,34494,31,0,-0.653926467
4704,26.16635297,24.6,25.1,6.036917451,48.7,66.58,80.29,22.9,10.03,42322,21,0,-0.634878272
797,27.38448292,26.2,25.7,4.729644202,52.67,73.89,47.18,12.97,11.19,37801,28,0,-0.713349888
800,19.67991525,22.2,28,7.192145826,48.22,70.16,71.2,19.99,11.43,43203,28,1,-0.693147181
464,20.15092672,18.8,30.9,6.182609646,49.16,69.43,73.95,20.26,12.04,42906,28,0,-0.713349888
1436,19.98680497,22.7,33.2,9.097914784,48.43,70.57,70.81,14.27,11.73,38300,25,0,-0.713349888
462,20.31916357,16.4,32.7,3.14674153,52.34,71.07,33.11,9.7,17.83,30939,28,0,-0.616186139
1607,17.79989256,19.9,26.4,6.277657752,48.86,73.93,80.27,28.69,8.6,54170,25,0,-0.755022584
564,17.26758286,17.3,26.3,1.639480612,54.74,55.44,49.21,17.73,16.53,38919,27,0,-0.798507696
768,20.73678169,20,32.3,2.16281963,45.85,69.2,41.14,15.04,16.57,29884,29,0,-0.673344553
656,20.32102877,23.1,30.1,6.845703594,52.81,72.32,41.38,8.97,14.98,28765,24,0,-0.494296322
339,19.16933953,24.6,28.4,5.685212229,48.57,69.16,61.45,17.84,10.46,41971,24,0,-0.713349888
1238,19.28679818,17.4,26.6,5.817259229,49.26,64.81,88.55,22.11,12.04,41197,23,0,-0.755022584
2937,21.9058943,21.3,30.1,6.339385959,47.12,70.44,34.43,18.75,13.33,33615,26,0,-0.693147181
751,20.39799963,20.4,23.7,12.08996147,49.81,73.93,88.76,22.42,10.87,41501,24,0,-0.713349888
4553,15.88471787,16.5,25,9.102246347,48.59,78.47,47.13,36.17,10.35,48674,21,0,-0.755022584
527,25.53204353,20.1,31.5,2.117632012,50.78,69.33,62.97,12.16,10.28,38216,30,0,-0.733969175
2937,19.29202584,19.5,28,12.84538802,48.53,73.13,73.08,21.92,10.25,43555,22,1,-0.653926467
1716,19.28865775,22.9,32.3,9.497658735,48.16,74.48,48.94,18.9,13.9,40662,22,0,-0.733969175
509,18.46564433,25.8,35,3.718549759,47.79,67.93,66.42,13.59,14.01,35221,27,0,-0.673344553
1439,20.95588235,19,32.6,5.113513469,48.71,68.7,32.03,11.97,11.89,27485,29,0,-0.597837001
1345,17.03453883,20.3,23.7,5.996257816,48.23,75.59,75.65,28.57,10.43,53568,26,0,-0.733969175
275,17.14422159,13.3,33.2,33.55679789,51.12,66.51,94.1,18.45,1.43,47024,18,0,-0.653926467
1097,15.20249221,17.2,28.3,7.597314844,50.03,70.53,89.94,20.28,3.37,44258,13,0,-0.494296322
794,20.94639312,21.5,30.2,49.35499542,48.46,76.07,29.91,16.47,15.35,34697,16,0,-0.446287103
228,13.44209559,20.7,30.8,29.94245374,57.86,66.6,90.36,17.61,1.29,42795,20,0,-0.634878272
1817,14.13984548,13.2,21,15.7479795,51.23,80.58,92.8,41.36,3.78,48406,14,0,-0.634878272
2281,10.76867055,17.5,27.2,6.600971166,48.62,71.54,92.42,26.89,2.54,52469,13,0,-0.616186139
470,15.85535466,14.3,34.4,10.63920701,48.43,68.39,88.02,21.38,3.77,46698,17,0,-0.579818495
348,21.6083151,41.7,38.1,11.59746521,51.02,84.01,17.04,8.63,14.63,31758,16,0,-0.072570693
485,17.50029284,22.2,31.7,11.96525228,49.7,68.12,94.42,18.25,3.59,41731,23,1,-0.579818495
188,13.75358166,14.1,35,28.43068229,46.53,57.22,93.68,19.3,1.41,39167,15,0,-0.891598119
688,18.18922221,17.4,28.9,16.89011192,49.59,70.1,64.25,17.95,6.65,41220,11,0,-0.562118918
212,16.17385109,18.2,30.6,13.26391687,50.7,63.56,95.48,20.19,3.58,49016,19,1,-0.597837001
298,16.3922014,15.5,24.5,5.379518335,49.94,80.22,90.59,43.13,7.81,36627,15,0,-0.673344553
1941,12.98852057,18.6,23.3,7.343802933,50.04,72.37,94.98,20.25,3.67,47891,15,0,-0.579818495
873,20.14610846,32.1,32.6,62.93528955,51.43,79.18,30.62,14.12,27.89,32892,21,0,-0.385662481
510,13.55583676,18.7,25.1,7.160840876,50.28,55.64,93.07,27.38,5.1,50903,27,0,-0.733969175
1185,12.81319378,14.2,25.3,6.235039011,50.73,70.44,94.17,26.36,3.2,50061,14,0,-0.579818495
324,18.18805765,16.9,30.1,19.27137033,50.71,60.76,87.99,17.76,4.85,37901,18,0,-0.597837001
263,14.15472779,19.2,30.8,26.62667163,51.61,65.45,98.48,22.1,4.89,52717,18,1,-0.653926467
1402,25.74055158,33.4,35.2,18.95612739,49.66,81.05,21.6,14.9,23.07,33704,14,0,-0.210721031
338,15.89995534,12.6,34.2,33.63310553,49.57,60.9,95.79,18.14,1.02,49360,15,0,-0.597837001
236,13.21766562,13.1,29.3,17.41307187,51.64,62.79,98.12,23.59,1.42,54229,18,1,-0.673344553
432,15.69846513,23.7,25,14.56253031,50.31,56.09,87.12,21.56,3.08,43239,15,0,-0.544727175
360,14.24905919,23.5,30.8,5.670317425,52,66.05,97.6,17.19,3.86,51277,14,0,-0.634878272
489,19.1496063,12.1,30.2,15.46997729,51.17,60.62,89.23,17.48,3.55,37321,14,0,-0.579818495
382,13.51034752,13.1,32.9,13.11994761,50.6,58.73,99.31,20.25,2.89,46951,15,0,-0.713349888
2252,12.36265635,14.1,22.3,6.870482199,49.13,71.81,84.15,32.13,2.49,57614,10,0,-0.653926467
266,13.41259521,10.1,29.4,14.53632985,49.83,61.53,97.08,26.12,3.12,43688,18,0,-0.634878272
636,22.31617647,20.5,32.1,46.28970362,50.13,78.31,48.68,20.16,15.23,45610,15,0,-0.430782916
232,12.66881029,10.2,36,42.25514512,48.12,60.33,97.85,16.69,0.68,49236,18,0,-0.673344553
332,11.70435742,18.8,27.6,2.709643629,50.79,66.87,96.14,28.43,4,50378,16,0,-0.693147181
1834,15.57641989,21.5,24.7,4.868057467,49.75,67.06,93.32,29.48,4.28,44267,19,0,-0.653926467
1545,8.44466205,10.6,23.1,2.106143488,49.82,79.93,95.56,41.04,1.73,75877,19,0,-0.798507696
298,21.79085786,20.6,30.2,20.97006487,52.6,72.53,57.84,19.15,8.67,44922,15,0,-0.579818495
135,16.64712778,12.8,30.2,24.56911733,51.6,57.47,93.71,16.91,5.39,37602,16,0,-0.755022584
224,17.10739342,23,32.4,22.69264063,52.72,65.39,85.58,21.09,1.7,51579,17,0,-0.597837001
1807,14.90364619,17.8,26.4,4.055817812,52.4,73.87,90.49,21.48,3.18,52967,20,0,-0.562118918
529,21.5819209,22.8,34.8,48.26229717,50.29,72.89,40.02,17.48,13.01,35478,21,0,-0.342490309
4161,12.63803101,17.9,23.7,4.82906936,49.99,76.83,87.26,29.26,4.66,53391,18,0,-0.616186139
214,15.58512578,12.7,30.7,24.45381304,50.36,69.92,80.54,25.58,5.93,50651,19,0,-0.653926467
4644,14.55295229,21.2,24,8.128930343,50.18,72.39,83.18,27.92,5.31,50564,17,0,-0.653926467
278,13.00114548,7.9,29.6,32.12779033,47.4,55.81,95.24,20.02,0.61,44931,14,0,-0.653926467
458,18.46062759,23.6,30.1,18.43969591,50.24,68.83,60.4,15.75,8.27,48441,17,0,-0.385662481
347,12.96296296,17.1,31,14.31535257,50.84,65.4,97.05,22.02,1.05,49627,16,0,-0.616186139
311,15.41218638,17.3,30.3,7.161953077,50.07,68.04,87.77,26.84,2.13,57930,14,0,-0.616186139
1202,15.31402035,39.4,30.3,13.12260097,49.27,84.8,10.73,13.91,28.68,30539,17,0,-0.210721031
599,18.12543074,13.3,31.5,10.46638941,51.47,64.72,82.38,21.84,3.97,36978,17,0,-0.562118918
319,12.69510926,17.2,33.1,8.901755712,50.21,66.04,97.36,19.87,2.25,51343,26,0,-0.597837001
409,7.658192762,14.9,28,3.392184482,49.97,70.67,94.84,32.67,3.32,64513,20,0,-0.616186139
584,15.70854034,19.8,31.4,9.565227988,48.74,62.81,81.76,22.53,5.19,42643,14,0,-0.597837001
1252,13.88598022,13.2,22.5,11.08744584,51.94,70.11,92.52,26.74,3.21,50044,15,0,-0.693147181
273,15.41486498,20.6,34.4,4.858360563,48.43,67.39,92.18,23.59,8.37,44199,23,0,-0.673344553
225,20.58748404,25.2,33.3,6.166582645,49.67,74.6,85.31,13.25,8.53,40989,26,0,-0.597837001
208,18.59751419,25.1,35.2,6.257281116,49.07,63.29,95.46,9.98,14.47,34087,24,0,-0.597837001
119,21.20871255,38.6,37.2,2.692001552,55.05,69.31,93.58,10.24,12.46,34450,33,0,-0.776528789
427,16.14803016,20.9,30.3,9.562416593,48.5,68.78,94.25,21.66,9.05,46518,24,1,-0.693147181
753,18.31153532,25.5,33.4,11.45250272,48.69,72.71,91.9,19.26,11.21,41575,22,0,-0.713349888
170,16.5522433,28.6,37.7,7.34488951,48.39,67.26,97.57,9.51,11.52,32616,25,0,-0.579818495
114,16.99639497,27.6,34.6,0.918084911,49.45,69.5,96.1,12.77,12.73,39438,35,0,-0.616186139
299,16.13089168,24.6,37.8,2.799600115,48.73,67.81,86.72,15.57,11.33,36168,25,0,-0.579818495
499,18.04179466,31.4,32.7,15.16721123,48.82,67.27,96.4,16.07,9.22,32754,24,0,-0.597837001
121,15.26194572,30.5,33.6,0.407881772,49.84,74.29,95.31,19.32,8.27,52138,32,0,-0.597837001
172,17.71776228,20.7,28.8,5.511238678,47.26,72.46,86.77,15.59,15.28,41028,28,0,-0.673344553
133,16.18176888,33.3,36.5,8.872460117,49,68.27,96.49,12.33,9.72,32884,25,0,-0.562118918
73,19.86368062,32.3,31.4,0.00616737,49.55,63.44,96.63,13.28,6.74,29812,27,0,-0.653926467
172,18.62349562,21.2,37.8,9.719466314,48.72,66.72,95.17,9.35,13.11,30888,27,0,-0.544727175
350,17.29374433,25.7,33.3,5.861005802,48.44,71.06,91.03,18.23,10.91,39656,22,0,-0.653926467
117,18.83818797,27.1,36.1,0.383511236,47.47,70.71,80.27,11.96,7.19,37298,22,0,-0.693147181
479,19.71667553,17.4,28,5.124256104,48.58,57.49,97.16,17.82,9.84,38350,23,0,-0.733969175
2512,19.43648932,17.2,26.9,8.227422935,48.25,78.02,62.04,36.47,8.17,47434,23,0,-0.653926467
166,18.40844764,17.5,39.2,2.705932012,48.76,63.84,94.24,13.33,10.74,37219,27,0,-0.616186139
141,20.22314313,24.4,37,1.019156957,50.46,69.44,95.34,13.83,10.7,37409,26,0,-0.693147181
175,17.65350366,26.1,34,5.044223207,48.81,73.15,92.02,13.49,8.43,45056,31,0,-0.653926467
309,15.25223658,33.3,39.9,14.18196339,48.49,71.39,81.98,19.91,8.42,41426,20,1,-0.693147181
280,14.16648432,21.3,34.9,4.126537102,49.42,67.22,69.37,22.69,9.78,55623,32,0,-0.673344553
147,17.86004331,21.2,39.8,0.152420742,49.33,66.37,98.06,10.25,10.3,29784,23,1,-0.597837001
338,15.74287674,23.9,38.4,7.618624585,48.24,67.82,90.18,18.69,11.25,42663,23,1,-0.693147181
428,15.89238495,30.1,38.5,6.25250318,47.46,70.37,78.95,15.43,11.27,37460,25,0,-0.653926467
225,17.09383783,26.3,31.5,5.800146779,48.78,68.04,86.34,14.63,11.01,38739,25,1,-0.597837001
81,18.73124506,26.3,38.2,0,49.73,68.07,97.61,11.09,11.68,34566,33,0,-0.634878272
549,18.21276901,28.6,38.8,3.618010198,48.86,66.96,95.42,15.49,10.08,35860,23,1,-0.597837001
140,18.40290381,27,33.8,4.700975219,49.51,67.08,82.55,9.69,9.59,26856,27,0,-0.597837001
211,19.82756976,22.7,37.3,10.94011225,48.78,70.58,89.7,16.11,11.49,38600,21,0,-0.616186139
2859,16.24394465,19.2,29.2,12.31549315,48.18,71.22,74.94,28.07,8.9,47880,22,1,-0.733969175
72,18.02677425,39.6,40.9,0.756261867,49.49,66.49,97.54,10.09,15.69,26528,32,0,-0.562118918
242,16.26621196,27.3,35.6,9.526315004,54.53,71.65,56.25,9.22,19.97,30260,28,1,-0.634878272
301,18.29058193,23.6,36.8,5.763606108,48.17,65.4,92.96,12.44,16.47,34084,24,1,-0.673344553
529,15.91638495,26.2,32.8,7.740504871,48.62,67.9,96.41,13.04,10.12,37432,25,0,-0.653926467
172,16.61252309,17.3,32.9,7.943893794,46.87,70.66,46.05,12.37,11.54,33922,22,1,-0.634878272
327,15.95843936,25.9,34.8,5.489793655,48.17,71.15,89.13,13.22,11.03,38696,25,0,-0.634878272
356,17.7649536,28.1,34.2,8.244725068,48.29,64.93,89.48,16.26,12.66,38694,22,1,-0.653926467
173,18.62001844,37.7,33.7,3.359314598,52.55,71.88,92.3,11.24,10.1,38032,39,1,-0.527632742
69,17.04909285,22.1,28.5,4.357843817,49.33,67.69,95.24,13.56,11.06,41152,25,0,-0.634878272
148,19.02908423,27.4,36.7,0.006088093,50.31,64.8,97.25,9.48,15.23,33500,32,1,-0.653926467
203,17.54352263,25.8,33.2,2.51716883,49.25,68.54,94.88,15.1,10.81,41426,26,0,-0.673344553
221,17.56027074,28,32.8,5.040377473,54.09,66.3,95.61,9.25,10.19,31711,26,0,-0.494296322
2349,14.85894458,18.5,29.4,11.25580651,48.61,73.9,85.72,34.51,6.93,47543,21,0,-0.733969175
65,15.91117216,24.9,37.6,0.086360141,63.16,73.91,69.31,8.16,13.89,29214,19,0,-0.597837001
289,16.33677168,32.1,34.3,5.289328688,52.44,75.26,61.73,10.13,14.57,31185,23,0,-0.653926467
298,17.54345902,28.1,33.6,2.740559765,48.98,70.41,95,11.92,11.4,37371,26,0,-0.653926467
94,18.95405379,29.8,36.5,1.515786808,49.4,66.83,94.8,12.73,10.2,36114,29,0,-0.616186139
226,16.5093312,24.5,33.2,6.124354804,48.9,68.38,89.13,16.34,8.12,41328,28,0,-0.616186139
197,16.91178412,23.6,30.1,9.529578924,48.64,61.58,96.01,25.63,10.59,50619,25,0,-0.733969175
443,17.13318548,22.3,35.6,5.869899105,48.43,68.33,92.54,14.77,10.1,39644,23,1,-0.693147181
260,17.28111679,26.1,33.4,4.990397247,49.46,67.54,91.73,11.44,14.21,32214,24,0,-0.579818495
149,20.81242158,35.1,30.4,0.367150903,49.13,72.33,95.95,8.97,9.86,34156,31,0,-0.544727175
2489,16.62993832,19.6,31.1,8.812090164,47.43,73.39,60.01,25.06,10.27,42069,18,0,-0.673344553
270,16.82817503,24.7,40.6,3.409223637,49.14,67.66,93.53,15.26,8.08,40998,27,1,-0.616186139
202,18.94165127,24.7,34.7,2.970071462,48.91,72.3,89.67,13.19,10.88,41822,28,1,-0.579818495
488,15.74742268,25.7,34.4,4.859360149,48.21,72.18,84,18.6,8.9,46565,29,1,-0.653926467
89,17.12557363,35.8,34.2,0.256096069,49.5,66.6,96.38,7.79,18.13,33061,31,0,-0.634878272
190,19.17486221,36.4,33.3,2.222191295,49.97,67.4,95.18,11.25,13.68,37202,27,1,-0.653926467
386,15.99356335,27.5,33,12.56904047,49.63,83.08,71.83,24.01,9.89,50693,24,0,-0.673344553
58,16.15039938,25.2,33.4,12.98654892,48.69,65.7,93.97,13.92,10.81,43393,25,0,-0.798507696
73,16.89358325,31.4,32.2,9.102060021,55.09,71.56,94.35,7.28,9.3,38003,31,1,-0.713349888
357,15.92131551,26.4,36.2,4.356735777,47.87,68.4,86.84,15.42,12.87,40327,20,1,-0.579818495
191,17.44064342,28.1,32.2,0.712284336,49.33,68.06,97.79,13.16,10.04,34913,28,0,-0.653926467
78,19.6555538,28.2,31,3.726368254,50.25,65.11,95.2,12.68,12.23,31750,27,1,-0.653926467
164,18.5007278,28.9,35.4,0.093726881,49.8,67.01,97.27,10.23,12.16,39434,28,0,-0.653926467
444,20.39239997,18.1,31.5,9.536954243,49.13,72.94,94.23,22.8,9.82,34780,23,1,-0.693147181
267,17.49206471,19.8,33.1,4.529821132,49.45,69.98,94.46,11.69,12.18,37512,24,0,-0.634878272
241,14.8659306,15.7,37.4,8.974510767,49.11,64.05,94.43,17.75,10.33,41726,27,0,-0.713349888
184,17.6709164,23.9,32.2,1.885786645,49.18,74.85,87.81,16.91,9.12,53748,29,1,-0.634878272
529,16.52548528,17.1,27.2,6.24806305,49.31,81.14,80.14,28.9,8.19,55096,28,0,-0.673344553
84,18.34755419,51.1,38.1,3.044882088,49.2,72.68,98.34,10.51,14.43,30206,29,0,-0.544727175
110,17.54015216,29.9,34.4,0.481401838,49.19,68.16,89.36,13.12,10.2,42182,33,0,-0.653926467
361,22.17764141,28.4,32.5,4.849102787,49.27,69.38,94.82,15.36,8.98,42499,25,1,-0.673344553
2403,18.16834911,17.3,29.2,8.808377174,47.69,77.13,40.48,29.76,11.33,46213,23,0,-0.616186139
115,16.68902439,23.5,35.3,0.794722035,49.28,71.97,95.32,10.96,7.49,43988,28,0,-0.634878272
2637,15.65359815,25.6,34.4,13.98299599,48.35,66.08,94.72,21.17,9.28,39577,22,1,-0.673344553
419,15.08653123,20,28.3,6.350598449,48.81,73.73,89.18,23.99,6.86,56193,28,1,-0.733969175
483,14.16547682,25.3,34.9,7.978573256,49.37,75.8,78.4,14.82,12.09,53133,32,1,-0.634878272
163,17.47112211,23.4,39,2.961976638,49.2,64.31,97.35,13.44,11.43,34346,22,0,-0.544727175
65,18.81321645,39.4,34,0.978706632,49.73,63.25,96.9,12.4,9.34,34250,27,0,-0.653926467
328,21.12331384,20.9,32.7,2.395631141,49.49,71.23,91.65,13.07,8.41,34592,24,0,-0.597837001
959,17.10314123,24.1,30.9,6.36610418,48.59,71.03,92.33,30.75,6.3,42935,21,0,-0.634878272
120,19.59807205,22.8,30.6,8.741418077,55.25,69.81,92.14,8.18,14.69,31225,28,1,-0.653926467
