pcp,insure,smoke,obese,healthfood,male,lt55,white,edu,unemploy,hhinc,commute,compressor,logMortRate
738,17.74649912,17.8,21.8,6.084094428,49.63,79.48,87.05,44.22,7.52,41857,18,0,-0.693147181
309,16.79727319,23.2,28.3,4.138023643,50.43,71.23,96.2,16.76,8.91,46286,21,0,-0.616186139
323,15.2751791,24.2,29.5,5.121562322,49.56,72.13,97.52,15.53,7.95,54986,28,0,-0.562118918
94,17.99896854,41.7,29.6,0.133437152,50.45,68.45,97.47,9.05,9.84,49769,31,0,-0.562118918
446,19.73770812,26.7,25.2,3.070291733,50,73.51,96.48,14.16,9.98,49102,23,0,-0.597837001
53,15.76630652,28.4,28.8,0,49.46,66.85,97.6,12.8,9.22,47208,33,0,-0.544727175
413,17.43009401,28.2,36.5,2.729508887,49.77,69.55,96.85,12.1,8.94,38556,27,1,-0.616186139
165,18.51423537,32,30.8,0.247265173,50.61,68.93,97.72,10.73,8.6,44684,32,0,-0.527632742
295,19.40786911,30,31.9,2.930195034,47.19,69.72,96.42,14.33,7.54,43214,26,1,-0.713349888
377,15.27527528,24.5,27,7.494429091,53.67,70.43,94.98,10.43,6.68,47309,22,0,-0.693147181
110,15.23992323,18.4,32.2,1.762985529,50.19,67.48,99.36,11.97,5.99,43065,26,1,-0.713349888
724,13.56357749,21.4,28,8.9589504,49.16,72.84,92.4,26.4,8.01,62818,27,0,-0.597837001
201,11.58683189,21.5,27.4,5.995148069,49.65,69.97,96.73,21.34,5.79,59969,23,0,-0.713349888
264,16.96991863,22.4,28.6,0.889660506,50.55,68.36,96.93,12.01,8.81,42910,23,0,-0.579818495
193,14.61521644,24.4,31.5,0.639835591,53.05,73.37,93.35,15.53,8.2,49914,27,1,-0.653926467
539,17.59181385,23.5,38.8,8.750420049,48.93,68.83,96.94,12.58,8.19,41537,23,0,-0.510825624
547,14.50049702,26.5,29.2,0.538721522,48.76,71,97.25,16.78,7.52,50364,26,1,-0.527632742
313,16.21415709,21.9,33.5,0.714345748,49.61,69.71,97.42,14.67,8.83,46021,26,0,-0.544727175
1939,18.05448279,20.8,26.2,9.174961206,48.38,73.63,79.76,27.16,10.25,45012,21,0,-0.579818495
162,16.81541088,24.6,30.6,2.040448283,49.68,71.92,97.75,13.24,12.74,43739,26,0,-0.46203546
236,16.13616976,27,30.6,2.737170965,49.05,71.82,94.07,15.04,9.1,52341,24,1,-0.544727175
379,13.40712004,20,28.2,0.002958289,50.68,68.94,95.97,15.36,7.51,53073,26,0,-0.693147181
390,17.78934476,32.6,38,3.26529782,49.03,69.8,95.99,11.25,13.83,40357,29,1,-0.510825624
262,17.0196562,21.7,27.6,7.407795841,50.52,69.46,92.82,20.12,8.65,48750,23,0,-0.693147181
130,16.0420073,25,34,1.750622604,54.59,71.26,93.68,13.01,7.97,45176,24,1,-0.597837001
195,17.81602772,29.2,30.6,1.479341076,51.2,71.98,97.22,8.72,11.46,44447,34,0,-0.510825624
776,17.57597924,14.7,25.4,9.907918602,51.04,80.6,85.62,35.23,7.49,44474,18,0,-0.634878272
108,15.32733478,25.4,31.7,9.264977982,49.74,67.27,97.46,17.34,6.55,53340,24,0,-0.616186139
165,16.88840194,29.8,26.9,0,50.18,70.2,96.51,19.29,8.43,47083,23,0,-0.562118918
1182,15.26964032,25.1,29.4,3.731315805,48.35,72.27,86.15,23.47,6.91,43067,19,0,-0.693147181
144,15.53115195,24.7,31.9,5.627035321,49.22,67.53,98.3,13.15,7.34,44088,24,0,-0.597837001
636,17.47793842,23.4,29.4,9.231821387,50.72,73.99,87.62,21.65,8.12,41175,20,0,-0.634878272
302,15.35669192,19.3,29.6,3.168098902,48.64,67.68,95.99,17.08,7.37,45657,19,0,-0.616186139
168,15.0556278,19.3,30.9,1.112277663,50.37,67.66,97.8,17.23,5.66,56642,26,0,-0.634878272
406,11.8342269,13.7,22.9,4.334926866,49.18,71.59,94.72,26.85,6.24,62747,23,0,-0.733969175
205,17.43437345,37.1,34.5,3.459458678,49.67,72.06,98.22,12.22,10.78,42424,31,0,-0.562118918
523,17.56157149,26,29.5,5.995570967,48.58,69.44,90.23,17.66,10.6,37932,20,0,-0.446287103
238,14.2355085,20.5,25.3,4.568771936,49.09,69.87,97.57,16.59,5.12,49050,21,0,-0.634878272
457,19.26396191,21.7,29.5,3.354459736,49.24,67.52,95.14,15.13,6.71,51250,24,0,-0.562118918
309,13.99178412,21.5,19.5,1.760720899,50.22,70.75,96.78,18.09,6.38,54023,24,0,-0.634878272
460,14.30985916,19,28.2,13.35117066,48.3,67,92.96,16.15,7.38,38712,16,1,-0.579818495
269,15.35347244,16.6,30,9.297406796,50.72,66.58,95.54,17.51,8.28,40567,24,1,-0.616186139
543,13.64155686,23.6,29.9,7.807985268,48.26,72.64,90.92,18.95,7.86,44648,20,1,-0.579818495
227,15.23076923,22,34.5,4.16979067,50.67,64.27,96.69,18.06,2.52,48462,14,0,-0.616186139
793,17.36816643,16.9,28.8,7.646380628,49.48,69.52,91.24,17.3,6.98,43573,18,1,-0.562118918
441,14.87678233,19.2,25.4,7.607564505,49.08,68.7,93.31,21.35,4.85,39555,18,0,-0.653926467
425,15.70571673,20.7,31.5,2.594271505,48.4,67.05,85.9,19.58,5.66,41126,16,0,-0.579818495
1750,11.20161829,16.9,25.3,5.800245581,50.29,74.09,93.49,27.55,6.72,57474,22,0,-0.597837001
569,15.09444507,21.4,29.2,6.776721968,49.49,69.78,90.9,16.12,6.46,40920,21,0,-0.634878272
336,13.2453278,17.9,28.1,9.688837058,49.02,64.66,96.65,22.26,2,51375,19,1,-0.616186139
374,14.86184761,16.1,26.2,12.43209725,48.98,65.78,96.91,17.17,6.23,39509,15,1,-0.579818495
320,12.37319617,16.1,27.1,16.71864505,50.28,66.81,96.66,19.66,6.35,56274,21,0,-0.597837001
971,14.73924471,18,27.7,5.648297755,50.18,71.14,87.06,19.36,8.34,42157,18,0,-0.544727175
1062,16.70931344,20.9,27.7,14.20209786,49.83,74.68,92.46,28.9,6.23,37154,16,0,-0.653926467
142,16.54170572,19.4,28.3,7.748549468,50.43,55.54,96.84,23.32,5.5,37396,15,0,-0.634878272
615,13.74898583,19.7,28,5.495706793,49.41,68.98,94.88,18.71,6.78,50123,23,1,-0.562118918
235,14.3950263,16.7,29.5,21.22945883,50.89,69.65,91.92,17.57,5.91,48659,18,0,-0.673344553
2597,14.71507677,15.6,17.9,4.143185858,49.93,80.54,84.47,49.44,6.73,50732,20,0,-0.634878272
128,20.13358779,15.9,26.9,49.83016752,49.27,57.97,94.59,18.89,4.88,38182,31,0,-0.616186139
697,12.6195824,15.1,26.1,5.780725449,49.63,74.68,93.8,32.28,4.78,45127,13,0,-0.673344553
714,19.30949741,20.9,24.4,9.147089427,50.92,81.07,79.09,18.58,4.43,47994,16,1,-0.446287103
697,22.16473039,17,28.5,13.80623846,51.6,80.12,87.56,17.04,6.65,51374,15,1,-0.400477567
819,11.94036697,21.9,29.8,14.60425361,49.6,72.26,92.86,20.98,7.2,50415,24,1,-0.616186139
584,15.2611449,25.5,26.6,12.69515488,51.42,86.12,69.36,19.67,9.28,45660,17,0,-0.562118918
121,16.27789047,17.2,26.8,7.783761029,49.04,59.04,91.89,25.59,2.64,45192,15,0,-0.713349888
197,19.24111567,16.4,25.2,3.666813824,50.84,77.42,77.69,18.5,7.37,54478,13,1,-0.356674944
199,20.37488285,13.7,26.1,16.29970435,48.92,75.12,97.95,20.2,2.88,58656,17,1,-0.562118918
273,15.73208723,21.4,32.2,15.30875976,49.18,61.87,95.95,15.44,5.16,39286,24,0,-0.579818495
239,17.68605646,22.9,35.7,7.141602332,50.34,63.71,95.94,19.06,4.4,41332,14,0,-0.597837001
1027,14.45895522,10,26.4,6.540465302,48.12,69.87,92.54,25.81,5.03,49576,17,1,-0.562118918
125,19.44444444,23.9,29.1,39.21897349,50.33,75.28,85.04,17.57,5.19,55742,14,1,-0.597837001
563,14.35551213,26.9,29.6,4.435854726,50.04,69.85,87.63,18.08,4.5,55296,25,0,-0.597837001
656,12.24968314,18.6,23.2,4.097799841,50.88,68.95,95.78,21.04,7.01,56531,29,0,-0.597837001
149,17.60752688,10.1,29.4,10.72528551,51.27,54.87,97.09,14.14,2.83,41042,17,0,-0.713349888
13664,9.85769354,12.6,17.9,2.869075159,48.91,76.12,87.13,52.07,4.98,75017,21,0,-0.673344553
269,14.28341385,14.8,31.5,9.041381847,49.91,64.96,97.2,18.89,6.04,50000,24,0,-0.673344553
638,14.66719137,21.2,31.2,6.109667983,49.8,69.48,88.3,20.11,6.71,41434,17,0,-0.616186139
1914,10.04849442,18.3,25.7,5.159685283,53.34,75.84,83.98,29.77,7.06,64909,22,1,-0.634878272
353,15.9182611,22.7,29.8,10.5416539,49.5,65.14,96.36,14.29,10.41,46448,34,0,-0.653926467
105,16.99909338,24.3,31.3,5.986077119,50.45,65.25,96.16,18.48,4.19,47073,17,0,-0.562118918
931,19.33892452,15.5,23.8,2.996878097,48.68,75.34,89.02,25.01,7.57,40427,17,1,-0.562118918
1055,12.4394738,13.9,24.6,7.480532266,49.73,67.69,95.25,26.68,3.27,55437,14,0,-0.544727175
486,14.46500745,18.3,29.3,8.302101181,49.46,64.43,96.06,22.55,5.72,45964,19,0,-0.597837001
467,13.22650388,19.1,29.7,4.156286489,49.66,64.53,97.01,15.71,3,44615,15,0,-0.673344553
155,18.30756713,21.5,26.6,19.48163596,51.15,70.75,88.73,21.95,3.26,51326,16,1,-0.616186139
872,10.92282785,14.7,25.8,2.740017794,49.65,72.45,95.78,23.17,7.03,60622,28,1,-0.673344553
263,12.61672546,14.2,28.3,6.332071982,50.9,63.95,97.68,22.15,2.77,46836,10,0,-0.653926467
931,16.33521711,22.9,29.7,2.78493893,49.33,69.15,85.11,16.43,9.98,40716,17,1,-0.597837001
243,14.76347635,13.9,24.7,9.087006689,49.36,61.71,96.23,16.93,3.93,48072,23,0,-0.634878272
468,12.43607334,9.6,26.9,4.976278595,50.09,67.81,97.43,21.87,1.67,47141,15,0,-0.713349888
511,14.88561108,16.9,32.1,8.83418558,49.27,69.01,94.86,18.44,5.7,44879,17,0,-0.653926467
141,16.15352172,24.5,28.6,6.418812222,49.07,57.95,96.88,19.14,2.77,48021,11,0,-0.597837001
680,12.40523265,24.9,30.3,4.323907356,49.77,68,96.46,20.75,8.68,49716,29,0,-0.579818495
230,13.66659948,11.6,29.7,7.136474635,52.33,68.45,97.05,19.9,5.42,60098,25,1,-0.597837001
246,13.56525319,21.6,29.1,4.887056833,57.68,67.02,90.59,22.41,3.51,40791,15,1,-0.616186139
241,14.90570325,12.4,30.1,9.37272222,49.3,63.68,96.26,20.36,4.61,44292,15,0,-0.562118918
750,11.98096433,18.7,23.7,5.866437289,49.5,75.57,93.97,32.19,3.83,60479,22,1,-0.597837001
350,15.38562953,17.8,26.5,5.758680963,50.02,68.37,95.14,24.41,4.52,49519,14,1,-0.634878272
1835,14.30337277,19.1,24.3,8.865939775,50.11,69.18,91.24,19.71,6.46,44673,18,1,-0.616186139
302,15.961836,15.7,25.1,6.457865856,49.47,69.27,91.09,21.38,7.03,46342,16,1,-0.527632742
1289,13.91236861,15.6,17.2,21.7415823,52.98,85.42,83.8,45.47,5.34,44522,16,0,-0.713349888
189,16.61041466,21.6,27.3,5.574899392,49.71,64.86,96.06,21.65,4.05,43816,16,0,-0.579818495
141,16.0801964,28.4,26.7,38.82086029,49.6,58.35,96.77,20.79,6.85,40746,21,1,-0.673344553
227,17.42862474,19.1,26.3,9.351548257,50.55,61.75,95.6,23.88,5.54,40369,16,0,-0.653926467
1643,15.15222783,17.9,24.3,5.095343716,49.41,72.33,88.07,24.48,5.55,47745,15,0,-0.562118918
12171,15.45928394,18.9,24.8,9.412034322,49.48,76.11,79.31,29.44,8.02,50326,18,0,-0.494296322
446,23.80657161,10.8,29.3,22.25227193,51.1,82.17,59.48,12.63,8.45,48621,15,1,-0.400477567
5323,13.87801532,18.8,24.5,9.699034447,48.45,71.41,81.99,28.92,7.2,49695,18,0,-0.527632742
206,17.84095591,16.3,28.7,27.72134105,49.49,68.62,93.24,15.15,6.43,38528,12,0,-0.527632742
199,15.67857143,9.9,30.4,12.49960671,49.85,57.36,96.64,18.85,4.87,42174,14,0,-0.634878272
184,20.83453237,27.7,31.4,10.25590928,50.36,65.58,94.91,20.34,2.47,44180,18,1,-0.579818495
173,21.50226991,24.5,28.7,7.423187627,49.86,76.39,77.35,16.28,3,57614,24,1,-0.527632742
807,13.22460109,20.7,28.1,7.865558387,49.48,69.68,94.54,18.45,7.16,50310,24,0,-0.597837001
226,15.10015408,15.1,22.5,14.88387631,48.86,72.54,96.26,30.47,2.49,48649,11,1,-0.616186139
128,14.79660259,16.5,27.9,7.63258923,49.51,63.06,96.11,23.18,1.77,50670,15,1,-0.597837001
317,12.14873201,17.2,25.9,19.2283263,50.33,68.98,96.62,22.33,5.44,55018,26,0,-0.673344553
118,22.10866057,14.4,30.9,30.68362978,52.66,68.92,96.08,18.91,2.86,57266,12,0,-0.494296322
322,16.30889699,22.6,26.7,4.650349249,49.94,65.33,94.99,12.5,7.55,38811,16,0,-0.597837001
126,19.2143135,24.2,32.2,0.943283083,50.03,61.16,95.47,18.4,5.73,36863,24,0,-0.562118918
4406,22.70402332,25,33.4,13.5610316,49.27,78.07,62.04,15.78,12.4,39326,21,0,-0.415515444
299,21.34998313,34,34.7,4.444028293,49.66,70.89,94.9,15.65,10.56,34490,24,0,-0.673344553
255,19.49381989,31,28.5,0.516149937,49.02,72.05,96.72,13.28,12.09,40273,26,0,-0.616186139
126,14.37759116,18.5,33.8,5.793195542,48.72,74.23,95.65,18.35,7.57,53410,27,0,-0.579818495
215,16.90183128,31.2,33.4,2.550090586,50,67.21,94.75,12.38,6.8,42852,22,0,-0.616186139
625,17.4893978,26.4,31,3.072681194,48.43,71.05,93.48,14.67,8.33,38885,21,0,-0.597837001
587,18.90971039,32.1,35.4,0.069668224,49.97,70.96,96.33,11.45,14.19,33091,25,1,-0.478035801
406,18.53065045,26.4,30.8,12.59554147,48.34,69.74,94.85,10.16,11.77,24976,22,0,-0.544727175
913,11.75347367,17.8,25.6,4.632982137,49.41,78.27,91.92,30.84,6.24,67286,24,0,-0.597837001
98,19.79954387,20.8,36.5,2.615354539,49.5,70.31,90.08,15.73,10.84,43521,23,0,-0.579818495
1132,15.72180759,25.4,34.5,10.95212175,49.39,68.79,94.74,16.7,11.38,41739,21,0,-0.562118918
176,15.69453347,20.9,28.3,10.1249104,49.52,69.74,89.17,22.16,8.72,40853,19,0,-0.634878272
503,17.51544269,32.6,33.1,0.217968169,49.97,72.27,99.09,14.65,7.17,40194,34,0,-0.494296322
449,17.28626117,30.6,34.9,3.44258838,50.26,71.05,97.92,11.46,11.49,26094,28,0,-0.371063681
311,20.39112807,30.6,34.2,4.184392981,49.56,68.8,95.71,9.43,12.36,40039,28,1,-0.579818495
313,14.16767033,27.7,36.6,7.158891978,49.58,74.69,96.65,13.38,8.59,56199,27,0,-0.693147181
168,20.05100113,17.5,34.3,5.012427968,49.71,70.01,98.02,8.74,10.71,34581,28,0,-0.597837001
275,17.66152682,30.4,30.4,5.082756324,48.35,67.03,92.73,17.3,10.63,40135,21,0,-0.616186139
633,18.35390663,23.5,24.2,5.261734809,48.23,73.17,91.51,27.54,10.56,38589,18,0,-0.693147181
777,12.59750798,24.3,26.1,6.304359999,49.05,74.21,93.88,28.07,8.17,54482,22,0,-0.562118918
90,19.34861796,44.7,31.2,17.0419211,51.37,73.72,93.93,11.1,15.2,39668,19,0,-0.356674944
678,18.33647564,33.4,39.5,1.700983211,49.25,70.76,97.25,11.11,12.08,37139,31,0,-0.46203546
295,21.97150558,30.3,38.1,3.621979833,49.38,68.44,97.44,9.27,10.79,30051,28,1,-0.544727175
708,17.02986544,24.7,30.9,8.583267218,52,80.49,72.57,15.69,13.82,38720,18,0,-0.653926467
153,15.84016051,40.2,30.5,2.732791585,48.88,71.01,93,19.88,9.02,46554,23,0,-0.510825624
300,17.68346596,36.3,33.6,7.249447136,53.72,74.89,93.07,9.48,16.8,22626,27,0,-0.46203546
190,20.49394443,21.1,36.4,1.023258237,49.61,69,96.42,9.04,10.03,27285,19,0,-0.510825624
188,18.92400807,32.7,36.9,0,50.11,66.81,97.56,11.29,9.03,33356,25,0,-0.616186139
136,20.20893372,27,36.6,1.262780211,49.3,65.83,95.12,12.21,11.91,30813,20,0,-0.579818495
1563,14.52167248,24.1,27,4.369695737,48.44,71.87,91.71,19.94,6.82,45760,18,0,-0.673344553
216,21.315238,29.8,32.8,0.799148795,50.03,67.59,97.47,11.61,9.9,42404,33,0,-0.693147181
205,18.63926293,31.4,37.8,0.133398536,56.19,69.39,96.68,6.39,7.82,28363,31,0,-0.494296322
107,18.65343958,36.1,32.7,6.265046996,49.22,69.42,98.02,8.36,12.85,29905,34,1,-0.385662481
1322,18.05085768,16.4,23.5,5.875054929,49.13,77.73,76.03,40.24,7.98,48667,20,0,-0.544727175
877,19.79497193,29.1,35,3.028419678,48.82,71.06,96.68,10.87,9.03,33392,27,0,-0.510825624
949,17.8812698,28.8,39.4,2.415012832,49.38,70.99,97.98,12.82,8.51,30190,24,0,-0.446287103
356,16.87286584,27.8,29.3,7.982745496,48.52,70.55,83.11,27.41,11.1,46818,18,0,-0.544727175
107,17.46622283,30,35.8,0.022519125,49.56,66.78,72.78,13.16,11.28,32948,19,0,-0.579818495
64,20.06352568,45.1,36.7,0,49.81,74.87,93.23,9.89,9.52,48917,27,0,-0.385662481
95,19.73176041,25.3,34.2,12.0010454,49.1,70.54,95.7,16.5,12.18,44304,33,0,-0.597837001
211,17.28932975,27.1,33.7,8.36083844,49.71,76.92,95.18,11.4,10.06,46382,29,0,-0.494296322
628,20.00387359,20.6,33.4,4.470768385,48.5,70.25,91.92,16.67,8.54,39529,22,0,-0.616186139
416,18.60040283,29.2,36.3,10.99530214,49.62,70.66,96.69,9.06,10.76,33788,26,0,-0.562118918
218,19.82440928,30.7,38.2,3.785269737,48.8,67.25,95.14,10.84,9.29,34368,27,0,-0.673344553
960,17.59240826,22.8,32.9,8.059873811,48.32,67.57,97.08,15.72,12.03,44035,24,1,-0.544727175
173,14.61812209,20.1,30,0.14087322,51.24,71.73,96.98,11.63,6.14,50311,25,0,-0.673344553
1227,15.40741867,23.3,29.9,8.248263529,49.84,77.08,79.88,22.17,9.09,49602,22,0,-0.653926467
482,18.74847722,31.2,38.9,9.920417153,48.99,69.94,95.54,11.08,9.85,25186,22,0,-0.46203546
102,17.33957727,30.9,31.5,3.504070215,49.01,70.09,94.81,13.62,8.5,35957,27,0,-0.527632742
318,18.94647961,29.5,34.3,4.312016568,49.35,71.24,93.32,9.77,10.22,34771,27,1,-0.544727175
783,15.81352364,23.1,29.6,3.074967724,48.39,71.23,88.52,16.39,9.31,41006,21,1,-0.634878272
86,18.60340744,28.8,34.1,2.751407587,49.54,70.64,93.26,11.56,8.58,44764,30,0,-0.478035801
100,17.85910842,29.6,33.3,1.244656713,47.79,63.64,87.83,11.66,12.77,42256,20,0,-0.713349888
824,16.41571701,23.9,33.8,6.008773033,48.4,69.71,90.3,13.93,8.35,42404,21,1,-0.616186139
243,19.40441049,33.9,33.2,0.138540473,49.65,71.13,98.85,8.64,10.03,27224,31,0,-0.510825624
6695,16.55749039,22.9,28.5,4.567314318,48.23,73.2,73.17,30.82,9.33,47692,22,1,-0.597837001
229,17.62385762,27.1,31.3,2.286253551,49.05,75.59,92.63,28.26,9.1,50057,24,0,-0.579818495
529,17.18034788,27,37,4.66299401,49.19,70.53,98.08,10.47,9.61,35026,27,0,-0.430782916
1215,14.97554183,27,26.4,6.512949888,49.3,75.87,90.62,28.92,8.39,54817,23,0,-0.579818495
496,17.33963239,30.5,38.3,0.163051537,49.58,71.14,97.73,12.79,14.57,31624,26,0,-0.510825624
431,17.17318436,29.7,35.1,3.409245017,48.67,71.52,97.32,10.16,16.31,25523,19,0,-0.527632742
226,18.46885079,27.1,34,0.628844746,49.57,69.62,92.77,10.81,12.16,39364,26,0,-0.616186139
794,19.0179847,29.7,33.4,4.893515552,48.91,73.17,97.2,11.86,12.88,35746,20,0,-0.527632742
423,18.3648075,33.4,34.6,6.448029943,49.7,71.05,98.01,11.69,7.94,36225,34,1,-0.371063681
205,17.49180611,40.9,36.6,0.006392086,54.76,71.66,96.02,7,11.09,23968,31,0,-0.430782916
379,17.04880101,39.6,36.3,1.877813814,48.34,71.19,98.28,8.19,9.38,29156,31,0,-0.478035801
740,17.71926447,28.4,36.8,0,49.21,69.67,98.49,11.91,11.97,31630,26,0,-0.478035801
825,20.71410267,33.4,36.8,0.814690652,50.07,70.58,98.35,10.95,11.53,27707,32,0,-0.478035801
180,18.83341335,31.4,35.8,4.142741897,48.27,71.25,95.54,10.22,12.66,35949,29,1,-0.634878272
177,18.41458684,30.3,31.7,0.773916785,49.17,64.91,97.8,10.03,7.92,40580,28,0,-0.616186139
367,22.30060661,28,34.7,1.19955275,49.61,70.24,90.63,13.03,8.8,36101,23,0,-0.597837001
155,17.15944132,15,30.8,0.298452811,54.65,61.05,92.09,15.84,7.86,43715,22,0,-0.653926467
1102,15.46382172,22.9,29,7.606830211,48.04,68.29,85.35,22.73,7.21,43650,17,0,-0.713349888
298,21.16542933,40.1,34.7,3.467200851,54.32,74.63,92.07,7.52,19.57,20000,29,0,-0.527632742
199,17.25992318,24.7,36,0.01335471,49.45,68.79,97.78,10.2,7.39,40851,28,0,-0.562118918
356,17.34225733,21.9,29.8,3.602578316,48.58,76.92,91.73,28.62,9.12,42155,22,0,-0.562118918
270,22.08304135,33.1,41.2,0.477798683,49.9,72.66,98.97,8.45,11.21,27947,30,0,-0.415515444
284,16.57932055,23.7,31.5,0.922040302,51.61,73.77,88.29,13,9.96,38478,21,0,-0.579818495
640,15.75212676,25.4,28,1.07736061,49.2,65.03,98.2,16.43,7.89,44539,21,1,-0.634878272
215,15.96104562,37.4,37.5,0.147171087,55.45,75.23,94.13,7.29,19.87,28040,35,1,-0.46203546
979,16.026382,25.4,32.2,5.103257288,48.72,70.31,89.94,14.43,6.91,39783,25,0,-0.46203546
401,16.48704426,37.3,29.8,6.98255704,50.1,77.35,91.77,13.4,11.23,49379,31,0,-0.653926467
407,21.67580859,36.1,31.4,0,51.05,71.28,96.69,11.87,16.63,30313,36,0,-0.494296322
149,16.02035048,23.5,30.1,6.819266058,49.19,68.56,93.02,18.26,13.43,42658,25,0,-0.527632742
181,20.74639323,37.1,30.7,0.430863871,49.71,68.9,95.64,11.14,8.85,30453,21,0,-0.597837001
192,21.35306554,24.6,31.9,2.53443799,50.24,68.09,96.13,11.72,9.19,30378,23,1,-0.579818495
964,17.12045306,25.4,29.6,10.1390707,48.8,73.89,94.13,17.29,13.16,38373,24,1,-0.544727175
725,19.56799215,37.6,32.7,4.800427786,55.95,71.68,94.31,12.6,9.66,29730,32,0,-0.478035801
593,18.69649491,27.9,30.7,1.758607354,50.72,69.63,92.83,9.58,9.54,38849,22,1,-0.634878272
539,16.14339269,29.8,30,4.491757022,49.4,74.58,92.78,16.21,10.83,45655,26,0,-0.634878272
450,17.0863756,26.5,35.6,4.515092557,49.68,70.35,95.58,8.19,8.97,39574,25,1,-0.634878272
260,10.83085457,14.3,25.7,5.231798771,52.48,76.84,90.38,39.82,5.06,84447,26,0,-0.597837001
116,16.36363636,33.5,39.6,1.727613334,48.93,69.48,96.25,13.96,9.23,40995,29,0,-0.616186139
151,19.15208282,40.5,34,0.68657663,47.97,65.28,96.56,15.46,15.03,19146,20,0,-0.400477567
157,16.7032967,27.9,32.1,0.350553546,49.76,72.57,98.27,12.6,7.62,46085,38,0,-0.527632742
843,17.78961493,32.9,38.2,3.004950251,48.66,71.73,96.17,12.97,13.58,32302,22,0,-0.46203546
1528,17.98206523,30.9,36.1,0.500279344,48.97,70.68,97.56,12.54,11.02,32571,24,1,-0.415515444
74,18.77019666,44.5,36.8,0.796233328,49.43,73,97.39,13.55,10.59,29141,27,1,-0.356674944
1183,18.05265357,27.3,33,6.427351102,48.84,69.22,96.29,14.53,9.37,33425,20,0,-0.562118918
146,20,32.6,36,38.25544484,48.91,63.69,99.15,14.9,13.15,30479,28,0,-0.446287103
263,19.26240937,27.6,35.1,1.179955605,49.25,70.84,97.94,11.14,10.51,31536,27,0,-0.544727175
973,20.13892687,25.1,29.1,3.802058204,48.22,76.34,95.08,25.46,5.75,40697,20,1,-0.478035801
385,19.58399558,30.9,38.2,1.093594016,49.17,67.96,97.1,12.05,12.31,30773,20,0,-0.544727175
212,13.01931791,15.2,25.3,4.008388889,49.14,78.48,88.86,28.02,7.7,62134,22,0,-0.597837001
157,16.82000276,27,27.1,2.119379475,48.26,74.2,86.46,23.66,7.45,57890,25,0,-0.653926467
180,16.34171547,30.1,35.1,5.183550725,48.39,72.25,86.25,13.76,8.58,39055,21,0,-0.616186139
93,14.58496989,32.1,30.8,0,50.2,75.82,95.99,17.36,6.84,65149,33,0,-0.673344553
423,19.10191726,22.7,27.6,2.461815054,48.49,70.72,91.95,15.03,11.18,35521,20,1,-0.616186139
241,21.97403589,28.5,36.6,4.029620802,50.2,73.04,86.57,10.2,8.04,41047,23,0,-0.616186139
315,19.25906464,26.4,34.7,3.466043253,49.68,65.03,89.79,17.61,7.52,45303,25,0,-0.616186139
278,17.48344371,20.9,33.5,4.454872146,51.15,72.73,84.49,10.85,8,38367,20,0,-0.597837001
1163,19.31229539,25.4,29,3.080967789,48.81,77.61,82.28,27.28,9.07,45209,19,0,-0.616186139
168,16.89252095,21,33,3.441754282,49.41,70.63,89.44,14.98,7.92,39313,28,0,-0.634878272
343,19.44734098,28.9,40.4,8.484767124,49.67,68.1,94.71,10.04,15.42,29295,21,0,-0.562118918
238,18.52346603,27.3,32.5,0.187082868,49.91,70.2,91.78,7.92,7.55,40852,25,1,-0.562118918
491,17.5366769,28.5,34.3,6.366961169,48.97,72.91,97.03,14.46,12.09,32255,20,0,-0.527632742
261,17.35953232,37.5,33.2,3.723973576,49.31,69.38,99.07,10.67,9.43,21198,31,0,-0.400477567
690,20.28059791,23.6,37.2,0.572559622,48.46,75.07,78.98,9.94,9.43,37684,28,1,-0.446287103
344,21.6849777,21.3,37,17.55199742,57.92,75.36,72.8,11.55,7.51,39440,27,0,-0.634878272
749,15.23938921,19.4,27.2,10.86979841,49.41,79.64,74.41,25.79,6.3,70207,29,0,-0.653926467
388,18.80133861,20,30.4,12.98743874,47.97,72.11,67.94,10.68,11.27,47961,31,1,-0.597837001
711,21.55677711,26.5,34.8,11.45210606,50.12,72.64,67.02,9.34,10.19,33781,31,1,-0.510825624
585,20.21682193,25.8,32,14.62600927,51.05,74.18,82.27,14.91,6.75,46420,30,1,-0.510825624
386,20.0468628,25.9,33,12.21055524,47.95,67.96,55.39,12.02,10.92,32826,30,1,-0.494296322
1076,18.51101398,25.6,26.1,6.901347932,49.38,76.56,72.32,25.05,6.34,52754,21,1,-0.693147181
2638,21.12422549,22,33.5,14.32910258,47.5,73.15,48.18,23.48,7.69,41251,21,1,-0.634878272
2824,19.35320351,21.9,30.9,7.898478046,48.75,74.45,70.98,20.27,8.94,44045,21,1,-0.510825624
202,21.72937952,28.7,35.9,4.16543598,51.93,70.44,81,9.76,10.25,36792,31,1,-0.400477567
145,19.07040328,30.9,26.8,10.01404875,49.68,70.75,96.54,15.74,6.04,64129,34,1,-0.616186139
384,23.97991212,28.3,35,7.894775602,53.2,71.05,66.46,11.62,9.1,35093,30,0,-0.510825624
284,21.07532559,22.6,34.2,4.355521246,56.59,69.99,46.95,13.01,16,34216,26,1,-0.693147181
470,22.30553524,22.5,32.2,11.42517363,50.7,71.95,57.87,10.54,16.46,29824,23,0,-0.597837001
